date,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average , RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,이격도,역사적변동성,BWI,close
2000-03-27,5,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0.001068376,-0.001068376,5,5,0,100.2631909,0,0,5
2000-03-28,5,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100.1878522,0,0,5
2000-03-29,5,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100.1251564,0,0,5
2000-03-30,5,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100.0750563,0,0,5
2000-03-31,5,0,0,0,0,0,0,5,5,5,5,5,5,5,4.75,4.89,0,0,0,0,0,0,0,0,0,0,5,5,0,100.035727,0,0,5
2000-04-03,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.9,0,0,0,0,0,0,0,0,0,0,5,5,0,100.0113649,0,0,5
2000-04-04,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.9,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-05,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.9,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-06,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.91,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-07,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.91,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-10,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.92,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-11,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.92,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-12,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.92,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-13,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.93,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-14,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.93,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-17,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.93,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-18,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.94,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-19,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.94,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
2000-04-20,5,0,0,0,5.26,0,0,5,5,5,5,5,5,5,4.75,4.95,0,0,0,0,0,0,0,0,0,0,5,5,0,100,0,0,5
